traceid,label,activity,user
816,anomaly,Release PO,Hassie
816,anomaly,Post GR,Velda
816,anomaly,Random activity 1,Random user 2
816,anomaly,Post IR,Brian
816,anomaly,Pay,Lannie
817,normal,Create SC,Jamika
817,normal,Purchase SC,Shandi
817,normal,Approve SC,Hugo
817,normal,Create PO,Wilton
817,normal,Approve PO 1,Chan
817,normal,Release PO,Hassie
817,normal,Post GR,Velda
817,normal,Post IR,Brian
817,normal,Pay,Lannie
818,anomaly,Create SC,Jamika
818,anomaly,Purchase SC,Shandi
818,anomaly,Approve SC,Charles
818,anomaly,Create PO,Wilton
818,anomaly,Approve PO 1,Sonia
818,anomaly,Release PO,Hassie
818,anomaly,Post GR,Velda
818,anomaly,Post IR,Rossana
818,anomaly,Pay,Lannie
819,anomaly,Create PR,Lisa
819,anomaly,Release PR,Wilton
819,anomaly,Create PO,Ronald
819,anomaly,Post IR,Brian
819,anomaly,Pay,Lannie
820,normal,Create SC,Jamika
820,normal,Purchase SC,Paul
820,normal,Approve SC,Hugo
820,normal,Create PO,Ronald
820,normal,Release PO,Hassie
820,normal,Post GR,Velda
820,normal,Post IR,Brian
820,normal,Pay,Lannie
821,normal,Create SC,Jamika
821,normal,Purchase SC,Paul
821,normal,Approve SC,Hugo
821,normal,Create PO,Ronald
821,normal,Release PO,Grayce
821,normal,Post GR,Jack
821,normal,Post IR,Howard
821,normal,Pay,Lannie
822,normal,Create SC,Jamika
822,normal,Purchase SC,Shandi
822,normal,Approve SC,Hugo
822,normal,Create PO,Keven
822,normal,Approve PO 1,Clayton
822,normal,Release PO,Deloras
822,normal,Post GR,Jack
822,normal,Post IR,Howard
822,normal,Pay,Lannie
823,normal,Create SC,Jamika
823,normal,Purchase SC,Paul
823,normal,Approve SC,Hugo
823,normal,Create PO,Ronald
823,normal,Release PO,Hassie
823,normal,Post GR,Velda
823,normal,Post IR,Brian
823,normal,Pay,Lannie
824,normal,Create SC,Jamika
824,normal,Purchase SC,Shandi
824,normal,Approve SC,Hugo
824,normal,Create PO,Wilton
824,normal,Approve PO 1,Clayton
824,normal,Release PO,Hassie
824,normal,Post GR,Velda
824,normal,Post IR,Rossana
824,normal,Pay,Lannie
825,normal,Create SC,Jamika
825,normal,Purchase SC,Shandi
825,normal,Approve SC,Hugo
825,normal,Create PO,Ronald
825,normal,Release PO,Deloras
825,normal,Post GR,Jack
825,normal,Post IR,Howard
825,normal,Pay,Lannie
826,normal,Create SC,Jamika
826,normal,Purchase SC,Shandi
826,normal,Approve SC,Hugo
826,normal,Create PO,Wilton
826,normal,Approve PO 1,Doretta
826,normal,Release PO,Deloras
826,normal,Post GR,Micheline
826,normal,Post IR,Rossana
826,normal,Pay,Lannie
827,anomaly,Create PR,Lisa
827,anomaly,Release PO,Hassie
827,anomaly,Post GR,Velda
827,anomaly,Release PR,Evelin
827,anomaly,Create PO,Ronald
827,anomaly,Post IR,Brian
827,anomaly,Pay,Lannie
828,normal,Create SC,Jamika
828,normal,Purchase SC,Shandi
828,normal,Approve SC,Hugo
828,normal,Create PO,Ronald
828,normal,Release PO,Hassie
828,normal,Post GR,Velda
828,normal,Post IR,Brian
828,normal,Pay,Lannie
829,anomaly,Create SC,Jamika
829,anomaly,Purchase SC,Shandi
829,anomaly,Approve SC,Hugo
829,anomaly,Create PO,Ronald
829,anomaly,Release PO,Hassie
829,anomaly,Post GR,Velda
829,anomaly,Post IR,Brian
829,anomaly,Pay,Lannie
829,anomaly,Release PO,Hassie
829,anomaly,Post GR,Velda
829,anomaly,Post IR,Brian
830,normal,Create PR,Lisa
830,normal,Release PR,Evelin
830,normal,Create PO,Ronald
830,normal,Release PO,Hassie
830,normal,Post GR,Velda
830,normal,Post IR,Brian
830,normal,Pay,Lannie
831,normal,Create SC,Jamika
831,normal,Purchase SC,Paul
831,normal,Approve SC,Hugo
831,normal,Create PO,Ronald
831,normal,Release PO,Deloras
831,normal,Post GR,Doretta
831,normal,Post IR,Rossana
831,normal,Pay,Lannie
832,normal,Create SC,Jamika
832,normal,Purchase SC,Shandi
832,normal,Approve SC,Hugo
832,normal,Create PO,Ronald
832,normal,Release PO,Hassie
832,normal,Post GR,Velda
832,normal,Post IR,Brian
832,normal,Pay,Lannie
833,normal,Create PR,Lisa
833,normal,Release PR,Evelin
833,normal,Create PO,Keven
833,normal,Approve PO 1,Chan
833,normal,Release PO,Deloras
833,normal,Post GR,Jack
833,normal,Post IR,Howard
833,normal,Pay,Lannie
834,normal,Create SC,Jamika
834,normal,Purchase SC,Shandi
834,normal,Approve SC,Hugo
834,normal,Create PO,Ronald
834,normal,Release PO,Hassie
834,normal,Post GR,Velda
834,normal,Post IR,Rossana
834,normal,Pay,Lannie
835,normal,Create SC,Jamika
835,normal,Purchase SC,Paul
835,normal,Approve SC,Hugo
835,normal,Create PO,Ronald
835,normal,Release PO,Hassie
835,normal,Post GR,Velda
835,normal,Post IR,Rossana
835,normal,Pay,Lannie
836,normal,Create SC,Jamika
836,normal,Purchase SC,Paul
836,normal,Approve SC,Hugo
836,normal,Create PO,Ronald
836,normal,Release PO,Hassie
836,normal,Post GR,Velda
836,normal,Post IR,Brian
836,normal,Pay,Lannie
837,normal,Create SC,Jamika
837,normal,Purchase SC,Shandi
837,normal,Approve SC,Hugo
837,normal,Create PO,Ronald
837,normal,Release PO,Deloras
837,normal,Post GR,Jin
837,normal,Post IR,Howard
837,normal,Pay,Lannie
838,normal,Create SC,Jamika
838,normal,Purchase SC,Paul
838,normal,Approve SC,Hugo
838,normal,Create PO,Wilton
838,normal,Approve PO 1,Doretta
838,normal,Release PO,Hassie
838,normal,Post GR,Velda
838,normal,Post IR,Rossana
838,normal,Pay,Lannie
839,anomaly,Create PR,Sonia
839,anomaly,Release PR,Evelin
839,anomaly,Create PO,Keven
839,anomaly,Approve PO 1,Doretta
839,anomaly,Release PO,Deloras
839,anomaly,Post GR,Sherell
839,anomaly,Post IR,Alyce
839,anomaly,Pay,Lannie
839,anomaly,Post IR,Alyce
839,anomaly,Pay,Lannie
840,anomaly,Post IR,Rossana
840,anomaly,Create PR,Lisa
840,anomaly,Release PR,Wilton
840,anomaly,Create PO,Ronald
840,anomaly,Release PO,Deloras
840,anomaly,Post GR,Doretta
840,anomaly,Pay,Lannie
841,normal,Create SC,Jamika
841,normal,Purchase SC,Shandi
841,normal,Approve SC,Hugo
841,normal,Create PO,Ronald
841,normal,Release PO,Deloras
841,normal,Post GR,Jack
841,normal,Post IR,Howard
841,normal,Pay,Lannie
842,anomaly,Create SC,Jamika
842,anomaly,Purchase SC,Paul
842,anomaly,Approve SC,Hugo
842,anomaly,Create PO,Wilton
842,anomaly,Post GR,Velda
842,anomaly,Approve PO 1,Clayton
842,anomaly,Release PO,Hassie
842,anomaly,Post IR,Brian
842,anomaly,Pay,Lannie
843,anomaly,Create SC,Jamika
843,anomaly,Purchase SC,Shandi
843,anomaly,Approve SC,Hugo
843,anomaly,Create PO,Keven
843,anomaly,Approve PO 1,Issac
843,anomaly,Approve PO 2,Sherell
843,anomaly,Approve PO 3,Della
843,anomaly,Release PO,Chan
843,anomaly,Approve SC,Hugo
843,anomaly,Create PO,Keven
843,anomaly,Approve PO 1,Issac
843,anomaly,Post GR,Jack
843,anomaly,Post IR,Howard
843,anomaly,Pay,Lannie
844,normal,Create SC,Jamika
844,normal,Purchase SC,Shandi
844,normal,Approve SC,Hugo
844,normal,Create PO,Wilton
844,normal,Approve PO 1,Doretta
844,normal,Release PO,Hassie
844,normal,Post GR,Velda
844,normal,Post IR,Brian
844,normal,Pay,Lannie
845,anomaly,Create PR,Lisa
845,anomaly,Release PR,Evelin
845,anomaly,Create PO,Wilton
845,anomaly,Random activity 1,Random user 69
845,anomaly,Approve PO 1,Chan
845,anomaly,Release PO,Deloras
845,anomaly,Post GR,Micheline
845,anomaly,Post IR,Brian
845,anomaly,Pay,Lannie
846,normal,Create SC,Jamika
846,normal,Purchase SC,Shandi
846,normal,Approve SC,Hugo
846,normal,Create PO,Wilton
846,normal,Approve PO 1,Clayton
846,normal,Release PO,Deloras
846,normal,Post GR,Jack
846,normal,Post IR,Howard
846,normal,Pay,Lannie
847,anomaly,Approve SC,Hugo
847,anomaly,Create PO,Ronald
847,anomaly,Release PO,Deloras
847,anomaly,Post GR,Issac
847,anomaly,Post IR,Alyce
847,anomaly,Pay,Lannie
848,normal,Create SC,Jamika
848,normal,Purchase SC,Shandi
848,normal,Approve SC,Hugo
848,normal,Create PO,Wilton
848,normal,Approve PO 1,Clayton
848,normal,Release PO,Hassie
848,normal,Post GR,Velda
848,normal,Post IR,Brian
848,normal,Pay,Lannie
849,normal,Create PR,Sonia
849,normal,Release PR,Evelin
849,normal,Create PO,Wilton
849,normal,Approve PO 1,Chan
849,normal,Release PO,Deloras
849,normal,Post GR,Issac
849,normal,Post IR,Alyce
849,normal,Pay,Lannie
850,normal,Create SC,Jamika
850,normal,Purchase SC,Shandi
850,normal,Approve SC,Hugo
850,normal,Create PO,Keven
850,normal,Approve PO 1,Doretta
850,normal,Release PO,Deloras
850,normal,Post GR,Lisa
850,normal,Post IR,Michaele
850,normal,Pay,Lannie
851,normal,Create SC,Jamika
851,normal,Purchase SC,Shandi
851,normal,Approve SC,Hugo
851,normal,Create PO,Ronald
851,normal,Release PO,Grayce
851,normal,Post GR,Micheline
851,normal,Post IR,Rossana
851,normal,Pay,Lannie
852,anomaly,Approve SC,Hugo
852,anomaly,Create PO,Ronald
852,anomaly,Release PO,Hassie
852,anomaly,Post GR,Velda
852,anomaly,Post IR,Brian
852,anomaly,Pay,Lannie
853,anomaly,Random activity 3,Random user 9
853,anomaly,Create SC,Jamika
853,anomaly,Purchase SC,Shandi
853,anomaly,Approve SC,Hugo
853,anomaly,Create PO,Wilton
853,anomaly,Approve PO 1,Chan
853,anomaly,Random activity 4,Random user 68
853,anomaly,Release PO,Deloras
853,anomaly,Post GR,Sherell
853,anomaly,Post IR,Alyce
853,anomaly,Pay,Lannie
854,normal,Create SC,Jamika
854,normal,Purchase SC,Paul
854,normal,Approve SC,Hugo
854,normal,Create PO,Ronald
854,normal,Release PO,Hassie
854,normal,Post GR,Velda
854,normal,Post IR,Brian
854,normal,Pay,Lannie
855,anomaly,Create SC,Jamika
855,anomaly,Purchase SC,Paul
855,anomaly,Approve SC,Hugo
855,anomaly,Create PO,Keven
855,anomaly,Random activity 11,Random user 60
855,anomaly,Approve PO 1,Issac
855,anomaly,Approve PO 2,Sigrid
855,anomaly,Release PO,Chan
855,anomaly,Post GR,Jack
855,anomaly,Post IR,Howard
855,anomaly,Pay,Lannie
856,anomaly,Create SC,Jamika
856,anomaly,Purchase SC,Paul
856,anomaly,Approve SC,Hugo
856,anomaly,Create PO,Hoyt
856,anomaly,Approve PO 1,Josef
856,anomaly,Release PO,Roy
856,anomaly,Post GR,Micheline
856,anomaly,Post IR,Rossana
856,anomaly,Pay,Lannie
857,normal,Create SC,Jamika
857,normal,Purchase SC,Paul
857,normal,Approve SC,Hugo
857,normal,Create PO,Ronald
857,normal,Release PO,Deloras
857,normal,Post GR,Lisa
857,normal,Post IR,Marilyn
857,normal,Pay,Lannie
858,normal,Create SC,Jamika
858,normal,Purchase SC,Shandi
858,normal,Approve SC,Hugo
858,normal,Create PO,Ronald
858,normal,Release PO,Hassie
858,normal,Post GR,Velda
858,normal,Post IR,Rossana
858,normal,Pay,Lannie
859,normal,Create SC,Jamika
859,normal,Purchase SC,Paul
859,normal,Approve SC,Hugo
859,normal,Create PO,Wilton
859,normal,Approve PO 1,Doretta
859,normal,Release PO,Hassie
859,normal,Post GR,Velda
859,normal,Post IR,Rossana
859,normal,Pay,Lannie
860,normal,Create PR,Lisa
860,normal,Release PR,Evelin
860,normal,Create PO,Wilton
860,normal,Approve PO 1,Chan
860,normal,Release PO,Hassie
860,normal,Post GR,Velda
860,normal,Post IR,Brian
860,normal,Pay,Lannie
861,normal,Create SC,Jamika
861,normal,Purchase SC,Paul
861,normal,Approve SC,Hugo
861,normal,Create PO,Wilton
861,normal,Approve PO 1,Clayton
861,normal,Release PO,Hassie
861,normal,Post GR,Velda
861,normal,Post IR,Brian
861,normal,Pay,Lannie
862,normal,Create SC,Jamika
862,normal,Purchase SC,Paul
862,normal,Approve SC,Hugo
862,normal,Create PO,Keven
862,normal,Approve PO 1,Issac
862,normal,Approve PO 2,Ryan
862,normal,Approve PO 3,Alyce
862,normal,Release PO,Chan
862,normal,Post GR,Micheline
862,normal,Post IR,Rossana
862,normal,Pay,Lannie
863,normal,Create SC,Jamika
863,normal,Purchase SC,Shandi
863,normal,Approve SC,Hugo
863,normal,Create PO,Wilton
863,normal,Approve PO 1,Clayton
863,normal,Release PO,Tiffiny
863,normal,Post GR,Doretta
863,normal,Post IR,Brian
863,normal,Pay,Lannie
864,normal,Create SC,Jamika
864,normal,Purchase SC,Shandi
864,normal,Approve SC,Hugo
864,normal,Create PO,Ronald
864,normal,Release PO,Hassie
864,normal,Post GR,Velda
864,normal,Post IR,Rossana
864,normal,Pay,Lannie
865,normal,Create SC,Jamika
865,normal,Purchase SC,Shandi
865,normal,Approve SC,Hugo
865,normal,Create PO,Wilton
865,normal,Approve PO 1,Roseanne
865,normal,Release PO,Hassie
865,normal,Post GR,Velda
865,normal,Post IR,Brian
865,normal,Pay,Lannie
866,normal,Create SC,Jamika
866,normal,Purchase SC,Paul
866,normal,Approve SC,Hugo
866,normal,Create PO,Ronald
866,normal,Release PO,Deloras
866,normal,Post GR,Issac
866,normal,Post IR,Alyce
866,normal,Pay,Lannie
867,normal,Create SC,Jamika
867,normal,Purchase SC,Paul
867,normal,Approve SC,Hugo
867,normal,Create PO,Ronald
867,normal,Release PO,Hassie
867,normal,Post GR,Velda
867,normal,Post IR,Brian
867,normal,Pay,Lannie
868,normal,Create SC,Jamika
868,normal,Purchase SC,Paul
868,normal,Approve SC,Hugo
868,normal,Create PO,Ronald
868,normal,Release PO,Hassie
868,normal,Post GR,Velda
868,normal,Post IR,Brian
868,normal,Pay,Lannie
869,normal,Create PR,Doretta
869,normal,Release PR,Wilton
869,normal,Create PO,Ronald
869,normal,Release PO,Deloras
869,normal,Post GR,Issac
869,normal,Post IR,Alyce
869,normal,Pay,Lannie
870,normal,Create SC,Jamika
870,normal,Purchase SC,Shandi
870,normal,Approve SC,Hugo
870,normal,Create PO,Ronald
870,normal,Release PO,Deloras
870,normal,Post GR,Jack
870,normal,Post IR,Howard
870,normal,Pay,Lannie
871,normal,Create SC,Jamika
871,normal,Purchase SC,Paul
871,normal,Approve SC,Hugo
871,normal,Create PO,Keven
871,normal,Approve PO 1,Chan
871,normal,Release PO,Hassie
871,normal,Post GR,Velda
871,normal,Post IR,Brian
871,normal,Pay,Lannie
872,normal,Create PR,Lisa
872,normal,Release PR,Evelin
872,normal,Create PO,Wilton
872,normal,Approve PO 1,Chan
872,normal,Release PO,Deloras
872,normal,Post GR,Sherell
872,normal,Post IR,Alyce
872,normal,Pay,Lannie
873,normal,Create SC,Jamika
873,normal,Purchase SC,Shandi
873,normal,Approve SC,Hugo
873,normal,Create PO,Ronald
873,normal,Release PO,Deloras
873,normal,Post GR,Lisa
873,normal,Post IR,Johnny
873,normal,Pay,Lannie
874,normal,Create SC,Jamika
874,normal,Purchase SC,Shandi
874,normal,Approve SC,Hugo
874,normal,Create PO,Wilton
874,normal,Approve PO 1,Clayton
874,normal,Release PO,Deloras
874,normal,Post GR,Jack
874,normal,Post IR,Howard
874,normal,Pay,Lannie
875,anomaly,Create SC,Jamika
875,anomaly,Purchase SC,Gema
875,anomaly,Approve SC,Hugo
875,anomaly,Create PO,Ryan
875,anomaly,Release PO,Hassie
875,anomaly,Post GR,Velda
875,anomaly,Post IR,Sherlene
875,anomaly,Pay,Lannie
876,anomaly,Create SC,Jamika
876,anomaly,Purchase SC,Paul
876,anomaly,Release PO,Deloras
876,anomaly,Post GR,Junior
876,anomaly,Post IR,Johnny
876,anomaly,Pay,Lannie
877,normal,Create PR,Lisa
877,normal,Release PR,Evelin
877,normal,Create PO,Ronald
877,normal,Release PO,Hassie
877,normal,Post GR,Velda
877,normal,Post IR,Brian
877,normal,Pay,Lannie
878,normal,Create SC,Jamika
878,normal,Purchase SC,Paul
878,normal,Approve SC,Hugo
878,normal,Create PO,Wilton
878,normal,Approve PO 1,Clayton
878,normal,Release PO,Hassie
878,normal,Post GR,Velda
878,normal,Post IR,Brian
878,normal,Pay,Lannie
879,normal,Create PR,Lisa
879,normal,Release PR,Evelin
879,normal,Create PO,Wilton
879,normal,Approve PO 1,Clayton
879,normal,Release PO,Hassie
879,normal,Post GR,Velda
879,normal,Post IR,Rossana
879,normal,Pay,Lannie
880,anomaly,Create PR,Lisa
880,anomaly,Release PR,Sigrid
880,anomaly,Create PO,Wilton
880,anomaly,Approve PO 1,Wilton
880,anomaly,Approve PO 2,Brant
880,anomaly,Approve PO 3,Della
880,anomaly,Release PO,Lannie
880,anomaly,Post GR,Sherell
880,anomaly,Post IR,Alyce
880,anomaly,Pay,Lannie
881,normal,Create PR,Sonia
881,normal,Release PR,Evelin
881,normal,Create PO,Keven
881,normal,Approve PO 1,Alpha
881,normal,Approve PO 2,Roseanne
881,normal,Release PO,Deloras
881,normal,Post GR,Lisa
881,normal,Post IR,Marilyn
881,normal,Pay,Lannie
882,normal,Create SC,Jamika
882,normal,Purchase SC,Paul
882,normal,Approve SC,Hugo
882,normal,Create PO,Ronald
882,normal,Release PO,Hassie
882,normal,Post GR,Velda
882,normal,Post IR,Rossana
882,normal,Pay,Lannie
883,normal,Create SC,Jamika
883,normal,Purchase SC,Paul
883,normal,Approve SC,Hugo
883,normal,Create PO,Wilton
883,normal,Approve PO 1,Doretta
883,normal,Release PO,Grayce
883,normal,Post GR,Micheline
883,normal,Post IR,Brian
883,normal,Pay,Lannie
884,normal,Create SC,Jamika
884,normal,Purchase SC,Paul
884,normal,Approve SC,Hugo
884,normal,Create PO,Ronald
884,normal,Release PO,Hassie
884,normal,Post GR,Velda
884,normal,Post IR,Brian
884,normal,Pay,Lannie
885,anomaly,Approve SC,Hugo
885,anomaly,Create PO,Wilton
885,anomaly,Approve PO 1,Doretta
885,anomaly,Release PO,Hassie
885,anomaly,Post GR,Velda
885,anomaly,Post IR,Brian
885,anomaly,Pay,Lannie
886,anomaly,Create SC,Jamika
886,anomaly,Purchase SC,Paul
886,anomaly,Approve SC,Hugo
886,anomaly,Release PO,Deloras
886,anomaly,Post GR,Jack
886,anomaly,Create PO,Ronald
886,anomaly,Post IR,Howard
886,anomaly,Pay,Lannie
887,normal,Create SC,Jamika
887,normal,Purchase SC,Shandi
887,normal,Approve SC,Hugo
887,normal,Create PO,Keven
887,normal,Approve PO 1,Doretta
887,normal,Release PO,Hassie
887,normal,Post GR,Velda
887,normal,Post IR,Rossana
887,normal,Pay,Lannie
888,anomaly,Create PR,Lisa
888,anomaly,Release PR,Wilton
888,anomaly,Create PO,Wilton
888,anomaly,Approve PO 1,Clayton
888,anomaly,Release PO,Hassie
888,anomaly,Post GR,Velda
888,anomaly,Release PR,Wilton
888,anomaly,Create PO,Wilton
888,anomaly,Approve PO 1,Clayton
888,anomaly,Post IR,Brian
888,anomaly,Pay,Lannie
889,anomaly,Create SC,Jamika
889,anomaly,Purchase SC,Paul
889,anomaly,Approve SC,Hugo
889,anomaly,Create PO,Ronald
889,anomaly,Release PO,Deloras
889,anomaly,Post GR,Issac
889,anomaly,Release PO,Deloras
889,anomaly,Post GR,Issac
889,anomaly,Post IR,Alyce
889,anomaly,Pay,Lannie
890,normal,Create SC,Jamika
890,normal,Purchase SC,Shandi
890,normal,Approve SC,Hugo
890,normal,Create PO,Ronald
890,normal,Release PO,Hassie
890,normal,Post GR,Velda
890,normal,Post IR,Brian
890,normal,Pay,Lannie
891,anomaly,Create PR,Lisa
891,anomaly,Release PR,Wilton
891,anomaly,Random activity 9,Random user 64
891,anomaly,Create PO,Ronald
891,anomaly,Random activity 1,Random user 1
891,anomaly,Release PO,Deloras
891,anomaly,Post GR,Jack
891,anomaly,Post IR,Howard
891,anomaly,Pay,Lannie
892,normal,Create SC,Jamika
892,normal,Purchase SC,Paul
892,normal,Approve SC,Hugo
892,normal,Create PO,Keven
892,normal,Approve PO 1,Clayton
892,normal,Release PO,Deloras
892,normal,Post GR,Doretta
892,normal,Post IR,Brian
892,normal,Pay,Lannie
893,normal,Create SC,Jamika
893,normal,Purchase SC,Paul
893,normal,Approve SC,Hugo
893,normal,Create PO,Ronald
893,normal,Release PO,Hassie
893,normal,Post GR,Velda
893,normal,Post IR,Rossana
893,normal,Pay,Lannie
894,normal,Create SC,Jamika
894,normal,Purchase SC,Shandi
894,normal,Approve SC,Hugo
894,normal,Create PO,Keven
894,normal,Approve PO 1,Clayton
894,normal,Release PO,Deloras
894,normal,Post GR,Jin
894,normal,Post IR,Howard
894,normal,Pay,Lannie
895,anomaly,Create SC,Jamika
895,anomaly,Purchase SC,Paul
895,anomaly,Approve SC,Hugo
895,anomaly,Create PO,Wilton
895,anomaly,Approve PO 1,Clayton
895,anomaly,Release PO,Deloras
895,anomaly,Post GR,Doretta
895,anomaly,Post IR,Brian
895,anomaly,Pay,Lannie
895,anomaly,Release PO,Deloras
895,anomaly,Post GR,Doretta
895,anomaly,Post IR,Brian
896,normal,Create PR,Lisa
896,normal,Release PR,Evelin
896,normal,Create PO,Keven
896,normal,Approve PO 1,Alpha
896,normal,Approve PO 2,Ryan
896,normal,Approve PO 3,Della
896,normal,Release PO,Lannie
896,normal,Post GR,Doretta
896,normal,Post IR,Brian
896,normal,Pay,Lannie
897,anomaly,Create SC,Jamika
897,anomaly,Purchase SC,Paul
897,anomaly,Approve SC,Hugo
897,anomaly,Create PO,Ronald
897,anomaly,Release PO,Grayce
897,anomaly,Post GR,Doretta
897,anomaly,Post IR,Brian
897,anomaly,Release PO,Grayce
897,anomaly,Post GR,Doretta
897,anomaly,Post IR,Brian
897,anomaly,Pay,Lannie
898,anomaly,Create SC,Jamika
898,anomaly,Purchase SC,Paul
898,anomaly,Approve SC,Wilton
898,anomaly,Create PO,Wilton
898,anomaly,Approve PO 1,Frances
898,anomaly,Release PO,Deloras
898,anomaly,Post GR,Tiffiny
898,anomaly,Post IR,Howard
898,anomaly,Pay,Carmella
899,anomaly,Create PR,Sonia
899,anomaly,Release PR,Evelin
899,anomaly,Create PO,Keven
899,anomaly,Approve PO 1,Rossie
899,anomaly,Release PO,Deloras
899,anomaly,Post GR,Junior
899,anomaly,Post IR,Johnny
899,anomaly,Pay,Lannie
900,normal,Create SC,Jamika
900,normal,Purchase SC,Paul
900,normal,Approve SC,Hugo
900,normal,Create PO,Wilton
900,normal,Approve PO 1,Clayton
900,normal,Release PO,Deloras
900,normal,Post GR,Sherell
900,normal,Post IR,Alyce
900,normal,Pay,Lannie
901,anomaly,Create SC,Jamika
901,anomaly,Purchase SC,Paul
901,anomaly,Approve SC,Hugo
901,anomaly,Create PO,Ronald
901,anomaly,Purchase SC,Paul
901,anomaly,Approve SC,Hugo
901,anomaly,Release PO,Deloras
901,anomaly,Post GR,Jack
901,anomaly,Post IR,Howard
901,anomaly,Pay,Lannie
902,normal,Create PR,Lisa
902,normal,Release PR,Evelin
902,normal,Create PO,Ronald
902,normal,Release PO,Grayce
902,normal,Post GR,Sherell
902,normal,Post IR,Alyce
902,normal,Pay,Lannie
903,normal,Create SC,Jamika
903,normal,Purchase SC,Paul
903,normal,Approve SC,Hugo
903,normal,Create PO,Wilton
903,normal,Approve PO 1,Chan
903,normal,Release PO,Hassie
903,normal,Post GR,Velda
903,normal,Post IR,Rossana
903,normal,Pay,Lannie
904,normal,Create PR,Lisa
904,normal,Release PR,Wilton
904,normal,Create PO,Ronald
904,normal,Release PO,Hassie
904,normal,Post GR,Velda
904,normal,Post IR,Rossana
904,normal,Pay,Lannie
905,normal,Create SC,Jamika
905,normal,Purchase SC,Shandi
905,normal,Approve SC,Hugo
905,normal,Create PO,Wilton
905,normal,Approve PO 1,Clayton
905,normal,Release PO,Deloras
905,normal,Post GR,Micheline
905,normal,Post IR,Brian
905,normal,Pay,Lannie
906,anomaly,Create SC,Jamika
906,anomaly,Purchase SC,Shandi
906,anomaly,Approve SC,Hugo
906,anomaly,Random activity 1,Random user 40
906,anomaly,Create PO,Wilton
906,anomaly,Approve PO 1,Doretta
906,anomaly,Release PO,Hassie
906,anomaly,Post GR,Velda
906,anomaly,Post IR,Rossana
906,anomaly,Pay,Lannie
907,normal,Create SC,Jamika
907,normal,Purchase SC,Paul
907,normal,Approve SC,Hugo
907,normal,Create PO,Ronald
907,normal,Release PO,Hassie
907,normal,Post GR,Velda
907,normal,Post IR,Brian
907,normal,Pay,Lannie
908,normal,Create SC,Jamika
908,normal,Purchase SC,Shandi
908,normal,Approve SC,Hugo
908,normal,Create PO,Ronald
908,normal,Release PO,Grayce
908,normal,Post GR,Micheline
908,normal,Post IR,Rossana
908,normal,Pay,Lannie
909,normal,Create SC,Jamika
909,normal,Purchase SC,Paul
909,normal,Approve SC,Hugo
909,normal,Create PO,Wilton
909,normal,Approve PO 1,Doretta
909,normal,Release PO,Hassie
909,normal,Post GR,Velda
909,normal,Post IR,Rossana
909,normal,Pay,Lannie
910,normal,Create SC,Jamika
910,normal,Purchase SC,Paul
910,normal,Approve SC,Hugo
910,normal,Create PO,Ronald
910,normal,Release PO,Hassie
910,normal,Post GR,Velda
910,normal,Post IR,Rossana
910,normal,Pay,Lannie
911,anomaly,Create SC,Jamika
911,anomaly,Purchase SC,Paul
911,anomaly,Approve SC,Hugo
911,anomaly,Create PO,Hugo
911,anomaly,Release PO,Hassie
911,anomaly,Post GR,Velda
911,anomaly,Post IR,Rossana
911,anomaly,Pay,Lannie
912,normal,Create SC,Jamika
912,normal,Purchase SC,Shandi
912,normal,Approve SC,Hugo
912,normal,Create PO,Wilton
912,normal,Approve PO 1,Doretta
912,normal,Release PO,Hassie
912,normal,Post GR,Velda
912,normal,Post IR,Brian
912,normal,Pay,Lannie
913,anomaly,Create SC,Jamika
913,anomaly,Purchase SC,Paul
913,anomaly,Post GR,Doretta
913,anomaly,Approve SC,Hugo
913,anomaly,Create PO,Ronald
913,anomaly,Release PO,Deloras
913,anomaly,Post IR,Rossana
913,anomaly,Pay,Lannie
914,normal,Create SC,Jamika
914,normal,Purchase SC,Paul
914,normal,Approve SC,Hugo
914,normal,Create PO,Keven
914,normal,Approve PO 1,Doretta
914,normal,Release PO,Deloras
914,normal,Post GR,Jack
914,normal,Post IR,Howard
914,normal,Pay,Lannie
915,normal,Create SC,Jamika
915,normal,Purchase SC,Paul
915,normal,Approve SC,Hugo
915,normal,Create PO,Wilton
915,normal,Approve PO 1,Clayton
915,normal,Release PO,Hassie
915,normal,Post GR,Velda
915,normal,Post IR,Rossana
915,normal,Pay,Lannie
916,anomaly,Approve SC,Hugo
916,anomaly,Create SC,Jamika
916,anomaly,Purchase SC,Shandi
916,anomaly,Create PO,Wilton
916,anomaly,Approve PO 1,Chan
916,anomaly,Release PO,Hassie
916,anomaly,Post GR,Velda
916,anomaly,Post IR,Rossana
916,anomaly,Pay,Lannie
917,anomaly,Create SC,Jamika
917,anomaly,Purchase SC,Paul
917,anomaly,Approve SC,Hugo
917,anomaly,Create PO,Wilton
917,anomaly,Approve PO 1,Clayton
917,anomaly,Release PO,Deloras
917,anomaly,Post IR,Alyce
917,anomaly,Pay,Lannie
918,normal,Create SC,Jamika
918,normal,Purchase SC,Paul
918,normal,Approve SC,Hugo
918,normal,Create PO,Ronald
918,normal,Release PO,Deloras
918,normal,Post GR,Jin
918,normal,Post IR,Howard
918,normal,Pay,Lannie
919,anomaly,Create SC,Jamika
919,anomaly,Purchase SC,Shandi
919,anomaly,Random activity 12,Random user 57
919,anomaly,Approve SC,Hugo
